Region,Chr,Start,End,Attributes,TotalE2E,FwdE2E,RevE2E,Total,Fwd,Rev
LRRC7_tmb9_1.54133,chr1,70502072,70502200,LRRC7,224,111,113,249,122,127,
SMARCA4_28.31005,chr19,11145750,11145887,SMARCA4,224,103,121,299,118,181,
LATS2_5.2.30751,chr13,21562873,21562983,LATS2,224,113,111,250,125,125,
91521_3.10446,chr19,36223886,36224009,KMT2B,223,82,141,447,271,176,
ERAP2_tmb2_1.8367,chr5,96222362,96222485,ERAP2,223,105,118,230,107,123,
e_del_88494_9393_KDM6A_1.27707,chrX,44870247,44870367,KDM6A,222,104,118,264,131,133,
CYP2C9_tmb5_1.36713,chr10,96708807,96708880,CYP2C9,222,72,150,246,87,159,
DOCK3_tmb19_1.80178,chr3,51393649,51393762,DOCK3,221,124,97,240,135,105,
AURKA_1.78571,chr20,54945308,54945427,AURKA,221,90,131,239,100,139,
e_del_17320_1466_ATR_1.10635,chr3,142261555,142261627,ATR,221,87,134,238,90,148,
CNTNAP5_tmb12_1.115155,chr2,125521636,125521763,CNTNAP5,220,129,91,291,156,135,
CSMD3_tmb19_1.30947,chr8,113326655,113326775,CSMD3,220,118,102,242,124,118,
FGF23_1.42053,chr12,4479648,4479780,FGF23,219,108,111,272,131,141,
e_del_15914_1358_ATM_1.55828,chr11,108180950,108181054,ATM,219,96,123,236,106,130,
USP9X_29.39828,chrX,41057772,41057883,USP9X,219,139,80,273,152,121,
RBM10_22.45146,chrX,47045571,47045707,RBM10,218,108,110,364,157,207,
17422_1.39002,chrX,76814125,76814235,ATRX,218,100,118,233,106,127,
RHEB_4.32835,chr7,151168602,151168662,RHEB,218,110,108,229,116,113,
91501_1.20724,chr19,36214800,36214924,KMT2B,218,6,212,712,361,351,
FAM135B_tmb8_1.27141,chr8,139209769,139209905,FAM135B,218,112,106,366,146,220,
PPP2R2A_1.11452,chr8,26149298,26149379,PPP2R2A,217,137,80,245,156,89,
SMARCA4_3.14964,chr19,11096931,11097067,SMARCA4,217,141,76,425,193,232,
CYP2C9_tmb1_1.54149,chr10,96698533,96698630,CYP2C9,217,108,109,246,118,128,
MYCN_2.6478,chr2,16082447,16082582,MYCN,216,140,76,344,183,161,
58806_1.9183,chr2,47606031,47606138,EPCAM,215,130,85,243,132,111,
SP_86.4087,chr14,105242951,105243087,AKT1,215,142,73,478,225,253,
SP_1556.14212,chr7,143043151,143043283,rs13438232,214,96,118,338,188,150,
DSC1_tmb2_1.70787,chr18,28712517,28712634,DSC1,214,104,110,228,106,122,
KRAS_4.13951,chr12,25380180,25380289,KRAS,214,128,86,256,143,113,
KDM5C_6.53183,chrX,53224148,53224278,KDM5C,213,111,102,282,133,149,
68425_1.2514,chr1,78435589,78435676,FUBP1,213,120,93,245,134,111,
OBRA_BRCA2_94,chr13,32918708,32918810,BRCA2,212,105,107,241,127,114,
RASA2_3.13434,chr3,141235167,141235300,RASA2,212,101,111,228,109,119,
SP_1502.6369,chr7,56126292,56126388,rs2230197,211,122,89,256,139,117,
62404_2.18069,chr4,84391540,84391658,ABRAXAS1,211,89,122,268,124,144,
88437_1.8086,chrX,53222253,53222374,KDM5C,211,78,133,594,369,225,
CNTNAP4_tmb13_1.26969,chr16,76554968,76555088,CNTNAP4,210,82,128,361,113,248,
117023_1.1283,chr19,15271660,15271773,NOTCH3,210,150,60,549,256,293,
KDM6A_1.1619,chrX,44732921,44733019,KDM6A,210,106,104,255,138,117,
USP9X_33.71414,chrX,41073835,41073958,USP9X,210,98,112,245,117,128,
SP_27.22250,chr1,156846218,156846354,NTRK1,210,47,163,683,326,357,
SP_1003.15963,chr20,1224733,1224853,rs17717241,208,95,113,269,105,164,
NF1_15.27591,chr17,29548805,29548909,NF1,206,105,101,238,114,124,
17749_1.11150,chr16,354310,354432,AXIN1,206,88,118,279,143,136,
123688_1.14579,chr3,51979103,51979205,PARP3,206,72,134,283,135,148,
SP_182.27149,chr5,176522338,176522473,FGFR4,205,94,111,1235,610,625,
EPHA2_5.2497,chr1,16458699,16458828,EPHA2,204,92,112,250,119,131,
PTCH1_11.12045,chr9,98278915,98279055,PTCH1,204,106,98,265,141,124,
TAP1_tmb3_1.64028,chr6,32815696,32815832,TAP1,204,77,127,1998,964,1034,
DNMT3A_1.79701,chr2,25457166,25457280,DNMT3A,203,98,105,249,113,136,
e_del_161128_21676_SMAD4_1.16694,chr18,48575656,48575766,SMAD4,203,89,114,225,98,127,
PXDNL_tmb6_1.17893,chr8,52325703,52325811,PXDNL,202,100,102,216,108,108,
LOW_r768_1.1242,chr9,98278862,98278986,PTCH1,202,120,82,281,179,102,
HDAC2_9.38909,chr6,114274522,114274617,HDAC2,202,101,101,221,110,111,
ARID1A_18.214693,chr1,27100859,27100989,ARID1A,202,186,16,1008,516,492,
RASA2_6.3459,chr3,141272640,141272757,RASA2,201,84,117,216,87,129,
SP_1136.20103,chr3,100473439,100473560,rs10936352,201,101,100,235,122,113,
POLD1_26.7658,chr19,50921132,50921235,POLD1,201,112,89,222,119,103,
ANO4_tmb12_1.3902,chr12,101493359,101493475,ANO4,201,112,89,210,115,95,
195380_6.2191,chr16,72822482,72822596,ZFHX3,200,92,108,383,225,158,
PTCH1_1.4213,chr9,98209140,98209277,PTCH1,199,115,84,248,138,110,
NOTCH4_4.33129,chr6,32165150,32165286,NOTCH4,199,118,81,277,143,134,
MLH1_13.56852,chr3,37089089,37089215,MLH1,198,97,101,241,113,128,
CIC_1.3.52256,chr19,42777926,42778066,CIC,198,6,192,502,266,236,
VHL_1.39980,chr3,10188173,10188299,VHL,197,105,92,243,111,132,
OBRA_BRCA2_93,chr13,32918654,32918770,BRCA2,197,120,77,233,135,98,
PPM1D_1.66103,chr17,58678135,58678241,PPM1D,196,98,98,222,108,114,
RECQL4_18.72961,chr8,145741630,145741754,RECQL4,196,131,65,413,177,236,
RNASEH2C_4.11023,chr11,65488131,65488270,RNASEH2C,195,93,102,254,133,121,
125116_1.1910,chr2,242794232,242794364,PDCD1,195,195,0,647,232,415,
SLX4_14.127481,chr16,3658491,3658626,SLX4,195,105,90,243,131,112,
RBM10_5.10057,chrX,47032494,47032620,RBM10,194,65,129,356,118,238,
ZMYM3_24.151391,chrX,70472623,70472733,ZMYM3,194,102,92,221,116,105,
e_del_132723_18588_POLE_1.147473,chr12,133238055,133238189,POLE,194,101,93,248,112,136,
ASXL1_8.35172,chr20,31017704,31017840,ASXL1,194,92,102,233,106,127,
LOW_r405_1.5697,chr19,36220800,36220935,KMT2B,194,1,193,966,481,485,
TAP2_tmb2_1.48093,chr6,32797185,32797316,TAP2,194,2,192,2308,1087,1221,
n17-FANCM_18.29672,chr14,45654351,45654465,FANCM,194,108,86,224,125,99,
ERCC2_24.1337,chr19,45873750,45873840,ERCC2,194,4,190,360,157,203,
63803_1.8491,chr15,89817352,89817459,FANCI,194,113,81,232,144,88,
C6_tmb12_1.11191,chr5,41201591,41201712,C6,192,140,52,289,217,72,
ARHGAP35_1.2.274266,chr19,47423307,47423436,ARHGAP35,192,115,77,223,130,93,
MP_RAD50_4.109238,chr5,131915015,131915129,RAD50,191,93,98,243,107,136,
POLD1_10.15145,chr19,50909358,50909483,POLD1,191,97,94,234,124,110,
LARP4B_1.3793,chr10,859066,859174,LARP4B,191,102,89,210,111,99,
PMS2_6.56852,chr7,6029554,6029638,PMS2,191,105,86,222,120,102,
GPR158_tmb5_1.10855,chr10,25883236,25883349,GPR158,191,101,90,233,124,109,
172777_1.16129,chr10,114925519,114925650,TCF7L2,191,112,79,283,177,106,
JAK3_2.28496,chr19,17942454,17942550,JAK3,190,28,162,920,451,469,
167043_1.5475,chrX,123234331,123234440,STAG2,190,120,70,237,136,101,
e_del_132720_18588_POLE_1.171838,chr12,133234461,133234557,POLE,190,95,95,205,102,103,
SP_842.11784,chr19,49901245,49901371,rs10421748,189,112,77,274,125,149,
MP_ATRX_13.31967,chrX,76907630,76907755,ATRX,189,92,97,259,139,120,
POLD1_23.9331,chr19,50919902,50920037,POLD1,188,79,109,455,224,231,
SP_787.11838,chr19,843999,844127,rs351111,188,108,80,272,131,141,
POLE_14.28697,chr12,133219432,133219570,POLE,187,123,64,338,155,183,
FANCD2_22.27036,chr3,10106433,10106581,FANCD2,186,84,102,259,139,120,
7154414283,chr19,15288835,15288919,NOTCH3,186,108,78,201,116,85,
TSC2_36.24037,chr16,2136099,2136232,TSC2,186,56,130,340,166,174,
CIC_14.17748,chr19,42796371,42796533,CIC,186,99,87,515,302,213,
RPS6KB1_6.18829,chr17,58007445,58007564,RPS6KB1,186,94,92,260,119,141,
ARHGAP35_5.48611,chr19,47502608,47502689,ARHGAP35,186,89,97,194,94,100,
79426_1.10,chr12,121437347,121437474,HNF1A,185,74,111,267,142,125,
116951_1.5430,chr9,139390729,139390819,NOTCH1,185,92,93,214,113,101,
CSMD3_tmb53_1.59582,chr8,114031292,114031405,CSMD3,185,89,96,197,90,107,
SP_1092.3709,chr3,8955341,8955414,rs373572,184,98,86,196,104,92,
59660_1.28159,chr16,14031581,14031656,ERCC4,184,94,90,192,97,95,
DDX3X_15.63211,chrX,41206078,41206149,DDX3X,184,96,88,197,104,93,
BMPR2_tmb1_1.66278,chr2,203329535,203329633,BMPR2,184,81,103,196,86,110,
KMT2B_27.23828,chr19,36223052,36223179,KMT2B,184,72,112,333,214,119,
USP9X_17.55060,chrX,41027405,41027519,USP9X,183,62,121,204,76,128,
CTCF_1.70995,chr16,67645426,67645547,CTCF,183,72,111,207,85,122,
CREBBP_13.45443,chr16,3828738,3828864,CREBBP,182,64,118,246,97,149,
NOTCH1_9.7590,chr9,139399225,139399355,NOTCH1,182,88,94,248,126,122,
SP_182.15786,chr5,176522492,176522626,FGFR4,181,70,111,515,248,267,
NOTCH3_4.1686,chr19,15276560,15276694,NOTCH3,181,65,116,267,119,148,
n17-KMT2C_58.152876,chr7,152055701,152055812,KMT2C,181,116,65,239,159,80,
ZRSR2_1.2081,chrX,15808582,15808713,ZRSR2,181,78,103,256,109,147,
ERRFI1_1.2.47265,chr1,8074230,8074358,ERRFI1,180,90,90,245,115,130,
OBRA_BRCA2_10,chr13,32900212,32900280,BRCA2,180,96,84,194,96,98,
PALB2_1.57147,chr16,23614929,23615053,PALB2,178,87,91,262,157,105,
83792_1.10318,chr4,143129557,143129673,INPP4B,178,105,73,209,122,87,
FG_SP_74.6357,chr16,72822523,72822634,ZFHX3,178,108,70,333,161,172,
RUNX1_1.25990,chr21,36164786,36164925,RUNX1,177,102,75,280,136,144,
USP9X_10.21399,chrX,41003852,41003963,USP9X,177,104,73,205,112,93,
SP_1230.4274,chr4,70807706,70807816,rs10030475,176,87,89,209,113,96,
TPP2_tmb19_1.26782,chr13,103328655,103328765,TPP2,175,96,79,216,115,101,
POLD1_5.10988,chr19,50905411,50905547,POLD1,175,71,104,269,128,141,
OR2T4_tmb1_1.1.19849,chr1,248525217,248525351,OR2T4,175,87,88,236,119,117,
SP_700.5574,chr17,30221936,30222051,rs3760454,175,101,74,186,109,77,
35436_1.17450,chr19,42776035,42776172,CIC,174,170,4,500,256,244,
PPP2R1A_1.18534,chr19,52693246,52693382,PPP2R1A,174,49,125,335,164,171,
MP_ATRX_10.47630,chrX,76849195,76849317,ATRX,174,79,95,199,90,109,
PLXDC2_tmb3_1.31739,chr10,20432216,20432325,PLXDC2,174,88,86,179,89,90,
CDH10_tmb2_1.57608,chr5,24491839,24491965,CDH10,172,70,102,188,76,112,
ARMC4_tmb11_1.6635,chr10,28273112,28273215,ARMC4,172,80,92,183,86,97,
99649_1.24147,chr17,11935536,11935655,MAP2K4,171,67,104,212,101,111,
DNMT3A_17.21417,chr2,25470986,25471114,DNMT3A,171,169,2,426,227,199,
TSC2_13.1540,chr16,2112921,2113051,TSC2,171,81,90,204,105,99,
PARP4_13.103801,chr13,25029110,25029222,PARP4,171,73,98,267,117,150,
LARP4B_9.19921,chr10,875556,875671,LARP4B,171,55,116,223,93,130,
19514_1.22090,chr15,91341465,91341577,BLM,171,99,72,214,125,89,
NOTCH1_1.1.59303,chr9,139390797,139390925,NOTCH1,170,23,147,365,192,173,
CDH1_2.3250,chr16,68772212,68772346,CDH1,170,95,75,282,134,148,
117032_1.8945,chr19,15288300,15288412,NOTCH3,170,86,84,254,130,124,
MP_SMARCA4_22.20629,chr19,11136962,11137059,SMARCA4,169,108,61,218,113,105,
HLA-B_7.16600,chr6,31324778,31324901,HLA-B,169,78,91,274,163,111,
BRIP1_7.30216,chr17,59853689,59853812,BRIP1,168,103,65,187,114,73,
17417_1.20992,chrX,76776363,76776457,ATRX,168,60,108,192,69,123,
SP_1238.14650,chr4,81884680,81884751,rs1052325,167,109,58,180,114,66,
7153088812,chr19,17953293,17953402,JAK3,167,111,56,477,144,333,
CSMD3_tmb51_1.33310,chr8,113933860,113933971,CSMD3,167,94,73,187,107,80,
7153139402,chr16,346980,347095,AXIN1,166,21,145,446,242,204,
e_del_182398_24478_TSC2_1.52567,chr16,2111751,2111887,TSC2,166,96,70,283,180,103,
MP_ATM_274.6201,chr11,108175489,108175599,ATM,166,88,78,180,92,88,
KMT2D_17.78468,chr12,49427843,49427976,KMT2D,165,81,84,281,144,137,
SP_1487.3313,chr7,29924065,29924176,rs3750092,165,77,88,247,151,96,
LATS2_5.2.9265,chr13,21563207,21563346,LATS2,165,82,83,192,101,91,
ASXL1_8.88796,chr20,31020602,31020714,ASXL1,163,92,71,208,98,110,
LOW_r239_1.20315,chr15,73994570,73994703,CD276,162,76,86,227,129,98,
NOTCH1_1.33073,chr9,139400901,139401037,NOTCH1,162,132,30,410,222,188,
106920_1.36960,chr5,80024600,80024701,MSH3,162,87,75,195,97,98,
PIK3R2_9.46159,chr19,18273736,18273825,PIK3R2,161,75,86,179,88,91,
SMARCA4_21.5808,chr19,11136085,11136218,SMARCA4,161,65,96,276,153,123,
15914_1.9811,chr11,108180832,108180952,ATM,160,86,74,177,96,81,
CREBBP_17.1109,chr16,3929786,3929924,CREBBP,160,1,159,791,317,474,
OBRA_BRCA2_108,chr13,32931813,32931929,BRCA2,159,79,80,180,89,91,
HDAC9_6.12215,chr7,18631095,18631224,HDAC9,159,59,100,1409,438,971,
NOTCH4_13.40795,chr6,32178605,32178729,NOTCH4,159,85,74,205,109,96,
POLD1_23.1744,chr19,50919789,50919928,POLD1,159,149,10,342,185,157,
LOW_r11_1.24542,chr1,43814917,43815053,MPL,158,90,68,203,109,94,
ADAMTS12_tmb2_1.20384,chr5,33534946,33535080,ADAMTS12,158,66,92,206,92,114,
CREBBP_1.2.27247,chr16,3778930,3779041,CREBBP,158,107,51,329,162,167,
DICER1_9.35474,chr14,95572020,95572128,DICER1,158,90,68,160,92,68,
SP_132.10323,chrX,53440228,53440325,SMC1A,158,76,82,171,87,84,
NOTCH1_4.26123,chr9,139395129,139395266,NOTCH1,158,57,101,229,107,122,
SMARCA4_1.16423,chr19,11094911,11095048,SMARCA4,157,46,111,238,114,124,
RASA1_1.74723,chr5,86564256,86564375,RASA1,157,69,88,398,145,253,
CSMD3_tmb48_1.36563,chr8,113812380,113812496,CSMD3,154,94,60,168,100,68,
LOW_r237_1.26939,chr13,48916701,48916797,RB1,153,79,74,177,86,91,
LOW_r701_1.24388,chr6,35423816,35423939,FANCE,153,56,97,258,64,194,
SP_1662.3528,chr9,35869934,35870039,rs7044405,152,41,111,325,161,164,
ENO1_1.47110,chr1,8921399,8921500,ENO1,152,77,75,190,109,81,
MP_OCP1_ATM_33,chr11,108126957,108127050,ATM,152,74,78,161,78,83,
USP9X_12.50915,chrX,41010159,41010239,USP9X,152,81,71,157,86,71,
SP_518.5090,chr14,56116986,56117105,rs150799793,152,82,70,180,88,92,
EIF1AX_4.20501,chrX,20152045,20152164,EIF1AX,152,124,28,299,142,157,
NOTCH1_17.58892,chr9,139404394,139404528,NOTCH1,151,82,69,200,95,105,
CNTN6_tmb17_1.31959,chr3,1445010,1445098,CNTN6,150,62,88,162,67,95,
35456_1.35778,chr19,42799094,42799201,CIC,150,4,146,345,161,184,
NF1_11.49923,chr17,29545948,29546073,NF1,150,51,99,205,90,115,
BRIP1_17.58238,chr17,59934513,59934635,BRIP1,150,62,88,168,68,100,
237521751,chr3,52668732,52668856,PBRM1,149,75,74,181,91,90,
17432_1.10199,chrX,76888634,76888742,ATRX,149,84,65,163,93,70,
45015_1.16936,chr16,50811744,50811879,CYLD,148,64,84,170,77,93,
167032_1.3927,chrX,123202372,123202482,STAG2,148,57,91,166,66,100,
17428_2.2493,chrX,76855992,76856067,ATRX,148,59,89,171,72,99,
LOW_r97_1.25781,chr12,1040415,1040536,RAD52,148,83,65,197,105,92,
SMARCB1_2.141531,chr22,24133874,24134005,SMARCB1,148,83,65,164,94,70,
ERCC4_1.39979,chr16,14014119,14014251,ERCC4,148,70,78,309,177,132,
FGFR1_3.39764,chr8,38272107,38272239,FGFR1,147,121,26,198,141,57,
POLD1_1.53676,chr19,50902079,50902204,POLD1,146,131,15,542,311,231,
GATA3_1.21498,chr10,8097633,8097772,GATA3,146,65,81,226,98,128,
USP9X_10.36164,chrX,41003755,41003865,USP9X,146,58,88,166,77,89,
e_del_182415_24478_TSC2_1.29441,chr16,2129588,2129723,TSC2,146,7,139,465,198,267,
e_del_13675_1129_ARID2_1.30238,chr12,46123826,46123920,ARID2,146,59,87,167,70,97,
KDM5C_1.13680,chrX,53221892,53222012,KDM5C,144,114,30,263,148,115,
ABL2_1.2.210885,chr1,179078106,179078208,ABL2,144,7,137,290,127,163,
DDX3X_10.22072,chrX,41203428,41203529,DDX3X,143,77,66,161,87,74,
AXIN2_5.14942,chr17,63533030,63533160,AXIN2,143,6,137,332,175,157,
LOW_r716_1.11640,chr6,157099840,157099946,ARID1B,143,22,121,678,380,298,
s451_1.571,chr22,42525055,42525192,CYP2D6,143,73,70,216,101,115,
e_del_142925_19691_RB1_1.45668,chr13,49027206,49027325,RB1,142,75,67,156,83,73,
TNFRSF14_3.3920,chr1,2489898,2490032,TNFRSF14,142,51,91,261,137,124,
CUL4A_19.57075,chr13,113914939,113915063,CUL4A,142,64,78,165,74,91,
e_del_182411_24478_TSC2_1.9649,chr16,2126404,2126533,TSC2,140,94,46,228,114,114,
19503_1.3814,chr15,91303409,91303551,BLM,140,66,74,163,76,87,
13655_1.8059,chr6,157099141,157099255,ARID1B,140,31,109,249,99,150,
MP_NOTCH3_9.35571,chr19,15285007,15285102,NOTCH3,140,80,60,154,84,70,
106926_1.5177,chr5,80071420,80071561,MSH3,140,87,53,171,110,61,
PARP4_4.2.108354,chr13,25009451,25009583,PARP4,139,62,77,178,73,105,
ASXL1_13.1.157529,chr20,31022442,31022576,ASXL1,139,136,3,524,215,309,
ATR_47.12536,chr3,142297461,142297597,ATR,138,2,136,1992,1061,931,
SP_1742.33394,chrX,37967787,37967915,rs5918476,138,55,83,206,110,96,
PIK3CA_tmb1_1.27003,chr3,178927368,178927479,PIK3CA,138,73,65,160,94,66,
MP_CDKN1B_1.88876,chr12,12871134,12871219,CDKN1B,136,63,73,153,73,80,
LOW_r749_1.5813,chr7,124482835,124482940,POT1,136,64,72,146,69,77,
JAK3_5.10250,chr19,17942492,17942620,JAK3,135,118,17,321,157,164,
58806_1.29090,chr2,47606113,47606214,EPCAM,135,71,64,142,76,66,
CIITA_tmb2_1.4344,chr16,10995902,10996037,CIITA,135,75,60,177,90,87,
CTNND2_tmb13_1.8640,chr5,11732254,11732382,CTNND2,134,73,61,150,80,70,
PTPRT_tmb2_1.39208,chr20,40713335,40713472,PTPRT,134,55,79,160,73,87,
USP9X_32.19160,chrX,41069810,41069928,USP9X,133,74,59,143,80,63,
IKBKB_16.39700,chr8,42178320,42178450,IKBKB,133,57,76,1155,522,633,
AXIN1_6.2008,chr16,347908,348047,AXIN1,133,48,85,253,135,118,
FG_SP_137.33082,chr4,187630758,187630890,FAT1,132,63,69,143,69,74,
KMT2B_3.2.72132,chr19,36211657,36211792,KMT2B,132,65,67,210,92,118,
58533_2.14420,chr22,41574627,41574753,EP300,131,86,45,2160,1340,820,
SP_183.16844,chr5,180048613,180048724,FLT4,131,90,41,287,125,162,
HNF1A_4.44011,chr12,121431934,121432068,HNF1A,131,96,35,209,115,94,
OBRA_BRCA2_107,chr13,32930743,32930833,BRCA2,130,61,69,143,71,72,
CDKN2B_2.29397,chr9,22008804,22008941,CDKN2B,130,2,128,523,254,269,
NOTCH3_9.52889,chr19,15284886,15285022,NOTCH3,129,127,2,367,190,177,
SP_1337.9741,chr5,131066715,131066804,rs7730228,128,66,62,142,73,69,
MP_AXL_1.3450,chr19,41725295,41725384,AXL,128,40,88,187,79,108,
PDIA3_tmb1_1.4811,chr15,44038719,44038857,PDIA3,127,59,68,153,68,85,
NOTCH1_7.16498,chr9,139396665,139396769,NOTCH1,127,70,57,185,98,87,
RUNX1_7.7768,chr21,36259014,36259148,RUNX1,127,56,71,191,102,89,
91458_1.101,chr11,118307146,118307233,KMT2A,126,0,126,181,20,161,
SMARCA4_1.2645,chr19,11094814,11094948,SMARCA4,126,43,83,252,152,100,
17310_1.29118,chr3,142231048,142231156,ATR,125,29,96,324,203,121,
SP_42.5323,chr19,7975152,7975254,MAP2K7,125,40,85,138,42,96,
ADAM18_tmb3_1.2731,chr8,39506006,39506088,ADAM18,124,61,63,129,62,67,
PTCH1_22.20550,chr9,98268614,98268736,PTCH1,122,63,59,181,88,93,
DDR1_15.22381,chr6,30865303,30865437,DDR1,122,104,18,964,507,457,
PHF6_2.16160,chrX,133512070,133512181,PHF6,122,60,62,138,68,70,
RAD52_4.35962,chr12,1025639,1025775,RAD52,122,104,18,267,127,140,
FG_SP_26.45879,chr10,875451,875573,LARP4B,122,59,63,146,65,81,
BRINP3_tmb1_1.1.119345,chr1,190067867,190067998,BRINP3,121,44,77,171,74,97,
n17-KMT2C_46.1723434,chr7,151945596,151945710,KMT2C,121,68,53,143,82,61,
CNTNAP4_tmb10_1.115945,chr16,76523548,76523669,CNTNAP4,120,60,60,134,71,63,
GRID2_tmb3_1.48297,chr4,94145859,94145983,GRID2,120,59,61,142,73,69,
MP_ATM_5.11460,chr11,108126851,108126988,ATM,120,90,30,226,134,92,
SP_694.7134,chr17,20483863,20483976,rs11868057,120,61,59,128,67,61,
SP_s1715_1.1701,chrX,2707621,2707735,rs17090623,120,73,47,130,78,52,
PARP1_23.1166,chr1,226595464,226595593,PARP1,120,67,53,200,102,98,
53603_1.38630,chr1,98039476,98039551,DPYD,119,54,65,145,67,78,
PTPRT_tmb1_1.42476,chr20,40710527,40710659,PTPRT,119,44,75,126,47,79,
TNFRSF14_4.31462,chr1,2491269,2491401,TNFRSF14,119,9,110,278,148,130,
91496_1.15729,chr19,36211057,36211183,KMT2B,118,58,60,238,98,140,
HDAC2_14.2022,chr6,114291927,114292056,HDAC2,118,61,57,143,74,69,
SP_715.5430,chr17,40835915,40836041,rs2271029,118,89,29,1402,666,736,
POLD1_20.1374,chr19,50918736,50918899,POLD1,117,14,103,355,199,156,
AXIN1_7.9519,chr16,354245,354378,AXIN1,117,62,55,200,91,109,
RASA2_20.12253,chr3,141308914,141309007,RASA2,115,56,59,132,59,73,
MSH6_1.10130,chr2,48010528,48010655,MSH6,115,99,16,278,151,127,
POM121L12_tmb1_1.61186,chr7,53103824,53103951,POM121L12,115,0,115,411,196,215,
NOTCH1_31.29422,chr9,139417392,139417529,NOTCH1,115,34,81,310,156,154,
142922_1.5970,chr13,48954220,48954355,RB1,114,46,68,189,70,119,
e_del_161130_21676_SMAD4_1.33596,chr18,48584701,48584828,SMAD4,114,64,50,145,79,66,
NOTCH1_7.5081,chr9,139396805,139396933,NOTCH1,112,101,11,256,131,125,
17421_1.41306,chrX,76813067,76813173,ATRX,112,45,67,123,49,74,
POLD1_19.18279,chr19,50918110,50918268,POLD1,112,81,31,246,111,135,
MP_r179_1.2978,chr5,131939600,131939670,RAD50,111,50,61,123,56,67,
123716_1.792,chr13,25058758,25058878,PARP4,111,63,48,118,68,50,
CCND3_4.38509,chr6,41908016,41908111,CCND3,110,78,32,165,86,79,
MCL1_3.95653,chr1,150551573,150551707,MCL1,110,33,77,252,144,108,
LOW_r941_1.10031,chrX,123195581,123195664,STAG2,110,58,52,445,117,328,
OBRA_BRCA2_124,chr13,32945174,32945252,BRCA2,109,62,47,137,84,53,
PXDNL_tmb2_1.67419,chr8,52252189,52252303,PXDNL,109,45,64,122,53,69,
86660_1.833,chr19,17947905,17948003,JAK3,109,109,0,135,125,10,
86667_1.11194,chr19,17953127,17953246,JAK3,109,45,64,141,70,71,
FG_SP_78.27983,chr16,72923744,72923882,ZFHX3,108,62,46,132,77,55,
HNF1A_6.618,chr12,121434263,121434395,HNF1A,108,72,36,1308,597,711,
HCN1_tmb3_1.37936,chr5,45303667,45303790,HCN1,107,57,50,128,72,56,
CTCF_10.6981,chr16,67671639,67671771,CTCF,107,60,47,149,74,75,
NOTCH1_1.2.5524,chr9,139391383,139391514,NOTCH1,107,6,101,217,102,115,
GLI3_1.2.110690,chr7,42005202,42005335,GLI3,107,72,35,182,101,81,
FLT4_tmb18_1.38506,chr5,180056944,180057082,FLT4,106,81,25,159,85,74,
CBFB_1.947,chr16,67063314,67063451,CBFB,106,77,29,195,102,93,
RECQL4_19.12369,chr8,145742334,145742473,RECQL4,106,50,56,180,87,93,
r293_1.4.42628,chr5,112176592,112176676,APC,105,49,56,117,57,60,
OBRA_BRCA2_72,chr13,32913516,32913610,BRCA2,104,51,53,112,52,60,
SOX9_3.63534,chr17,70119846,70120006,SOX9,104,44,60,158,75,83,
173755_1.37900,chr4,106190658,106190782,TET2,104,48,56,117,57,60,
ADAMTS2_tmb3_1.71274,chr5,178554961,178555101,ADAMTS2,103,62,41,114,65,49,
MSH2_1.9579,chr2,47630507,47630599,MSH2,101,97,4,119,107,12,
PGD_5.21059,chr1,10464225,10464351,PGD,100,46,54,148,69,79,
35436_2.9565,chr19,42776498,42776637,CIC,99,31,68,183,93,90,
RUNX1_1.35645,chr21,36164625,36164759,RUNX1,99,45,54,153,70,83,
LOW_r242_1.65927,chr15,73995054,73995221,CD276,99,58,41,191,102,89,
FGFR3_2.18127,chr4,1807309,1807444,FGFR3,99,38,61,153,80,73,
SP_655.15998,chr16,69143445,69143577,rs2232227,98,65,33,157,96,61,
RASA2_23.12001,chr3,141328280,141328391,RASA2,98,54,44,116,68,48,
